"","x"
"1204",1142.2715
"1205",1228.17383333333
"1206",1347.96013333333
"1207",1952.18586832579
"1208",2182.83886332926
"1209",1619.0517
"1210",1410.01806666667
"1211",2071.6024
"1212",1532.78636666667
"1213",1576.63126666667
"1214",1394.03546666667
"1215",1355.21456666667
"1216",1403.9842
"1217",1397.2375
"1218",1363.8673
"1219",1593.6057
"1220",1564.46506666667
"1221",1763.48382222222
"1222",1687.77024285714
"1223",1232.74596666667
"1224",1742.59043667134
"1225",1380.18836666667
"1226",1394.16713333333
"1227",1551.4985
"1228",1528.61153333333
"1229",1302.5305
"1230",1500.56463333333
"1231",1606.7027
"1232",2498.5434022126
"1233",1054.2439
"1234",1172.3593
"1235",1489.83886666667
"1236",1723.64876666667
"1237",1410.37966666667
"1238",1418.06083333333
"1239",1418.58013333333
"1240",1573.81016666667
"1241",1195.7066
"1242",1771.97813333333
"1243",1179.52833333333
"1244",1225.1675
"1245",1096.86866666667
"1246",1222.45093333333
"1247",1750.70446666667
"1248",1784.32575238095
"1249",1632.6781
"1250",1340.5277
"1251",1332.7457
"1252",2119.53563333333
"1253",1519.47258095238
"1254",1388.14668095238
"1255",253.783811111111
"1256",1917.21141666667
"1257",2416.32870833333
"1258",1171.3571
"1259",1413.25243333333
"1260",1162.83211666667
"1261",1110.42223333333
"1262",1155.65296666667
"1263",1485.80226190476
"1264",792.803466666667
"1265",1087.5882
"1266",957.954766666667
"1267",1076.2537
"1268",1512.7132
"1269",792.395766666667
"1270",887.013066666667
"1271",902.726933333333
"1272",1261.1824
"1273",1274.94067777778
"1274",753.156866666666
"1275",759.039433333333
"1276",952.2959
"1277",1016.53733333333
"1278",1195.91176666667
"1279",1522.21263333333
"1280",1362.23754285714
"1281",1193.83356666667
"1282",1145.1581
"1283",1329.43136666667
"1284",1816.11834214559
"1285",963.933233333334
"1286",928.113933333334
"1287",1421.88829393939
"1288",771.073533333334
"1289",1063.65526666667
"1290",1273.45470952381
"1291",1206.24746666667
"1292",1581.08836666667
"1293",1584.7681
"1294",1673.32081565657
"1295",1790.91056666667
"1296",2284.15956666667
"1297",3110.35406666667
"1298",1017.68286666667
"1299",1817.65934214559
"1300",1121.5936
"1301",1468.2448
"1302",2063.579375
"1303",927.174233333333
"1304",1009.57766666667
"1305",1200.86643333333
"1306",1411.28903333333
"1307",1411.34003333333
"1308",1621.4592
"1309",1622.27733333333
"1310",1044.389
"1311",1117.9948
"1312",1273.56816666667
"1313",1268.0665
"1314",1554.7724
"1315",1115.43036666667
"1316",1055.06023888889
"1317",1212.30046666667
"1318",800.612566666667
"1319",1299.17633333333
"1320",1599.09093333333
"1321",784.395833333333
"1322",882.513033333333
"1323",973.087533333334
"1324",1073.27576666667
"1325",3014.30428095238
"1326",1021.62593333333
"1327",1010.41253333333
"1328",1441.0102
"1329",2052.67509444444
"1330",2681.48018885941
"1331",1358.1307
"1332",1428.04196666667
"1333",1445.25664567395
"1334",1394.05716666667
"1335",1144.7379
"1336",1302.7013
"1337",1166.6826
"1338",1732.57722965368
"1339",1388.24881234062
"1340",1626.75944600227
"1341",1248.28116666667
"1342",1142.8625
"1343",1495.30850532307
"1344",1044.9155
"1345",3623.85426666667
"1346",1721.7037
